inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	-0.80	-1.00	-0.80	inf
inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	-0.60	-0.70	inf	-0.70
inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	-0.80	inf	-0.80	inf
inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	-0.80	inf	-0.80
inf	inf	inf	inf	inf	inf	inf	inf	-1.50	-1.50	-1.40	inf	inf	inf	inf	inf
inf	inf	inf	inf	inf	inf	inf	inf	-1.00	-1.10	inf	-0.80	inf	inf	inf	inf
inf	inf	inf	inf	inf	inf	inf	inf	-1.40	inf	-1.60	inf	inf	inf	inf	inf
inf	inf	inf	inf	inf	inf	inf	inf	inf	-1.40	inf	-1.20	inf	inf	inf	inf
inf	inf	inf	inf	-1.10	-1.50	-1.30	inf	inf	inf	inf	inf	-0.30	-1.00	-0.80	inf
inf	inf	inf	inf	-1.10	-0.70	inf	-0.50	inf	inf	inf	inf	-0.60	-0.70	inf	-0.70
inf	inf	inf	inf	-1.60	inf	-1.40	inf	inf	inf	inf	inf	-0.60	inf	-0.80	inf
inf	inf	inf	inf	inf	-1.00	inf	-0.70	inf	inf	inf	inf	inf	-0.80	inf	-0.80
-1.00	-0.80	-1.10	inf	inf	inf	inf	inf	-1.00	-0.80	-1.10	inf	inf	inf	inf	inf
-0.70	-0.60	inf	-0.50	inf	inf	inf	inf	-0.70	-0.60	inf	-0.50	inf	inf	inf	inf
-1.10	inf	-1.20	inf	inf	inf	inf	inf	-0.50	inf	-0.80	-0.80	inf	inf	inf	inf
inf	-0.60	inf	-0.50	inf	inf	inf	inf	inf	-0.60	-1.10	-0.50	inf	inf	inf	inf
