1.70	1.70	1.70	inf	1.10	1.10	1.10	inf	1.10	1.10	1.10	inf	1.70	1.70	1.70	inf	inf	inf	inf	inf	inf	inf	inf	inf
1.70	1.70	inf	1.70	1.10	1.10	inf	1.10	1.10	1.10	inf	1.10	1.70	1.70	inf	1.70	inf	inf	inf	inf	inf	inf	inf	inf
1.70	inf	-0.40	1.70	1.10	inf	-1.00	1.10	1.10	inf	-1.00	1.10	1.70	inf	-0.40	1.70	inf	inf	inf	inf	inf	inf	inf	inf
inf	1.70	1.70	1.50	inf	1.10	1.10	1.00	inf	1.10	1.10	1.10	inf	1.70	1.70	1.20	inf	inf	inf	inf	inf	inf	inf	inf
1.10	1.10	1.10	inf	0.40	-0.40	0.40	inf	1.10	0.40	0.40	inf	1.10	1.10	1.10	inf	inf	inf	inf	inf	inf	inf	inf	inf
1.10	1.10	inf	1.10	0.30	0.50	inf	0.50	0.40	0.40	inf	0.40	1.10	1.10	inf	1.10	inf	inf	inf	inf	inf	inf	inf	inf
1.10	inf	-1.00	1.10	-0.10	inf	-1.70	0.40	0.40	inf	-1.40	0.40	1.10	inf	-1.00	1.10	inf	inf	inf	inf	inf	inf	inf	inf
inf	1.10	1.10	1.10	inf	0.00	0.40	-0.30	inf	0.40	0.40	0.40	inf	1.10	1.10	1.10	inf	inf	inf	inf	inf	inf	inf	inf
1.10	1.10	1.10	inf	0.80	0.40	0.40	inf	0.40	0.30	-0.10	inf	1.10	1.10	1.10	inf	inf	inf	inf	inf	inf	inf	inf	inf
1.10	1.10	inf	1.10	0.40	0.40	inf	0.40	-0.40	0.50	inf	0.00	1.10	1.10	inf	1.10	inf	inf	inf	inf	inf	inf	inf	inf
1.10	inf	-1.00	1.10	0.40	inf	-2.10	0.40	0.40	inf	-1.70	0.40	1.10	inf	-1.00	1.10	inf	inf	inf	inf	inf	inf	inf	inf
inf	1.10	1.10	1.10	inf	0.40	0.40	-0.70	inf	0.50	0.40	-0.30	inf	1.10	1.10	1.00	inf	inf	inf	inf	inf	inf	inf	inf
1.70	1.70	1.70	inf	1.10	1.10	1.10	inf	1.10	1.10	1.10	inf	1.70	1.70	1.70	inf	inf	inf	inf	inf	inf	inf	inf	inf
1.70	1.70	inf	1.70	1.10	1.10	inf	1.10	1.10	1.10	inf	1.10	1.70	1.70	inf	1.70	inf	inf	inf	inf	inf	inf	inf	inf
1.70	inf	-0.40	1.70	1.10	inf	-1.00	1.10	1.10	inf	-1.00	1.10	1.70	inf	-0.40	1.70	inf	inf	inf	inf	inf	inf	inf	inf
inf	1.70	1.70	1.80	inf	1.10	1.10	1.10	inf	1.10	1.10	1.10	inf	1.70	1.70	1.50	inf	inf	inf	inf	inf	inf	inf	inf
inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf
inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf
inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf
inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf
inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf
inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf
inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf
inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf
